ID,EOZ,,his_id,id,,,
1102740300,5.481045668565988,,134190,1102740300,,#N/A,5.481045668565988
1103005700,5.148476371295823,,134212,1103005700,,#N/A,5.148476371295823
1103726100,5.320906972595183,,134235,1103164700,,#N/A,5.117725680197261
1104950000,5.161082929465788,,134288,1103726100,,#N/A,5.320906972595183
1105530200,5.818856856219777,,134418,1104950000,,#N/A,5.161082929465788
1105604600,6.0919592062927626,,134531,1105530200,,#N/A,5.818856856219777
1105664300,5.236008349753084,,134544,1105604600,,#N/A,6.0919592062927626
1105783300,5.261370412309487,,134556,1105664300,,#N/A,5.236008349753084
1105925300,5.174797063290937,,134668,1105783300,,#N/A,5.261370412309487
1108250000,5.495176016808032,,134610,1105925300,,#N/A,5.174797063290937
1108827600,5.507274165747017,,135332,1108250000,,#N/A,5.495176016808032
1109747200,5.204003513296582,,135552,1108827600,,#N/A,5.507274165747017
1110254100,5.522226262130038,,135901,1109747200,,#N/A,5.204003513296582
1113019700,5.3463585103390985,,136087,1110254100,,#N/A,5.522226262130038
1114347100,5.729172163221612,,136782,1113019700,,#N/A,5.3463585103390985
1116108300,5.31065615624771,,137012,1114347100,,#N/A,5.729172163221612
1116572800,5.514790881454883,,137330,1116108300,,#N/A,5.31065615624771
1116701100,5.850900531979711,,137414,1116572800,,#N/A,5.514790881454883
1117584800,5.8400186254251745,,137439,1116701100,,#N/A,5.850900531979711
1117800700,5.317084764017901,,137532,1117584800,,#N/A,5.8400186254251745
1119174100,5.336581648448219,,137556,1117800700,,#N/A,5.317084764017901
1120271600,5.633311189481998,,137767,1119174100,,#N/A,5.336581648448219
641396800,5.555438642759011,,137930,1120271600,,#N/A,5.633311189481998
678237800,5.222945232127357,,112579,981689100,,#N/A,5.54383517185236
860310300,5.08258046472073,,114115,992415000,,#N/A,5.232934408945222
900789400,5.4801142916459025,,115185,1000307400,,#N/A,5.3265288407000195
911872100,5.426508335037543,,117351,1008231400,,#N/A,5.75461096157639
912771500,5.321698223409632,,117742,1009960200,,#N/A,5.286794911972842
914115800,5.466196427492311,,117751,1009982100,,#N/A,5.543056021027413
925168800,5.394285594172799,,117881,1010573400,,#N/A,5.179575165231292
976211200,5.4030860659543,,118153,1011750000,,#N/A,5.701382078414052
981689100,5.54383517185236,,118471,1013319600,,#N/A,5.370613134376636
992324700,5.270169320207569,,118959,1016466100,,#N/A,5.209395541627345
992415000,5.232934408945222,,119195,1017864800,,#N/A,5.438795330216109
996561100,5.240844613017666,,119356,1019112600,,#N/A,5.305589070371538
